"Date","Price","Open","High","Low","Vol.","Change %"
"08/08/2024","228","228","230","228","76.80K","-0.87%"
"08/07/2024","230","232","238","228","61.90K","0.88%"
"08/06/2024","228","228","232","228","110.30K","-0.87%"
"08/05/2024","230","230","234","228","25.90K","0.88%"
"08/02/2024","228","236","236","228","312.40K","-2.56%"
"08/01/2024","234","232","234","230","354.40K","0.00%"
"07/31/2024","234","232","236","230","52.00K","1.74%"
"07/30/2024","230","232","238","230","136.20K","-1.71%"
"07/29/2024","234","234","240","232","50.90K","0.00%"
"07/26/2024","234","234","236","226","14.50K","-0.85%"
"07/25/2024","236","236","236","232","15.80K","0.00%"
"07/24/2024","236","234","242","232","89.50K","0.85%"
"07/23/2024","234","236","236","232","205.30K","-0.85%"
"07/22/2024","236","238","240","236","50.60K","-1.67%"
"07/19/2024","240","238","242","238","60.00K","0.84%"
"07/18/2024","238","240","246","238","52.40K","-0.83%"
"07/17/2024","240","240","240","238","7.40K","0.84%"
"07/16/2024","238","238","238","234","7.80K","0.85%"
"07/15/2024","236","240","242","236","31.60K","-0.84%"
"07/12/2024","238","240","242","238","93.80K","-0.83%"
"07/11/2024","240","242","242","240","47.20K","-0.83%"
"07/10/2024","242","246","254","240","315.90K","-6.92%"
"07/09/2024","260","234","262","234","127.70K","11.11%"
"07/08/2024","234","236","240","234","20.40K","0.86%"
"07/05/2024","232","232","236","232","50.80K","0.00%"
"07/04/2024","232","232","240","232","6.70K","0.00%"
"07/03/2024","232","232","240","232","52.90K","0.00%"
"07/02/2024","232","240","244","228","134.60K","-2.52%"
"07/01/2024","238","240","240","232","16.00K","-0.83%"
"06/28/2024","240","244","244","238","103.90K","0.00%"
"06/27/2024","240","238","244","234","12.00K","0.84%"
"06/26/2024","238","238","240","234","72.40K","0.00%"
"06/25/2024","238","246","246","238","66.30K","-1.65%"
"06/24/2024","242","240","244","240","129.30K","-0.82%"
"06/21/2024","244","246","246","242","53.20K","-0.81%"
"06/20/2024","246","244","246","238","136.70K","0.00%"
"06/19/2024","246","240","246","238","129.80K","0.00%"
"06/14/2024","246","240","246","238","76.80K","1.65%"
"06/13/2024","242","236","244","232","98.10K","2.54%"
"06/12/2024","236","242","244","236","102.90K","-3.28%"
"06/11/2024","244","236","246","236","59.20K","2.52%"
"06/10/2024","238","238","244","232","59.70K","-0.83%"
"06/07/2024","240","240","244","240","134.50K","0.00%"
"06/06/2024","240","236","240","236","68.20K","1.69%"
"06/05/2024","236","236","246","234","28.20K","0.85%"
"06/04/2024","234","230","240","230","23.80K","2.63%"
"06/03/2024","228","236","270","218","610.80K","-3.39%"
"05/31/2024","236","234","236","234","2.20K","0.85%"
"05/30/2024","234","234","246","232","82.50K","0.00%"
"05/29/2024","234","260","260","232","492.00K","-7.14%"
"05/28/2024","252","250","252","246","32.10K","0.00%"
"05/27/2024","252","246","260","244","42.00K","1.61%"
"05/22/2024","248","256","256","248","71.40K","-3.13%"
"05/21/2024","256","248","262","248","186.60K","2.40%"
"05/20/2024","250","252","252","246","62.50K","-0.79%"
"05/17/2024","252","246","252","246","28.00K","2.44%"
"05/16/2024","246","252","262","242","69.50K","-2.38%"
"05/15/2024","252","252","252","246","71.50K","-0.79%"
"05/14/2024","254","250","268","248","92.50K","1.60%"
"05/13/2024","250","260","260","250","51.90K","-4.58%"
"05/08/2024","262","254","262","254","23.20K","3.15%"
"05/07/2024","254","256","266","254","39.00K","0.00%"
"05/06/2024","254","258","266","248","136.90K","-2.31%"
"05/03/2024","260","258","270","256","35.60K","0.00%"
"05/02/2024","260","274","280","248","269.40K","-5.80%"
"04/30/2024","276","276","280","270","119.80K","-2.13%"
"04/29/2024","282","274","290","274","6.30K","2.92%"
"04/26/2024","274","282","298","264","141.70K","0.74%"
"04/25/2024","272","278","278","272","216.50K","-2.86%"
"04/24/2024","280","280","280","276","39.20K","-0.71%"
"04/23/2024","282","280","282","280","1.20K","1.44%"
"04/22/2024","278","278","282","276","18.70K","-0.71%"
"04/19/2024","280","278","280","276","32.40K","0.00%"
"04/18/2024","280","276","282","276","11.90K","1.45%"
"04/17/2024","276","278","280","276","128.60K","-0.72%"
"04/16/2024","278","280","284","276","108.90K","-0.71%"
"04/05/2024","280","282","284","276","71.50K","0.00%"
"04/04/2024","280","280","286","276","18.70K","0.72%"
"04/03/2024","278","280","290","276","1.18M","-0.71%"
"04/02/2024","280","278","284","274","167.20K","0.72%"
"04/01/2024","278","292","292","276","369.00K","-4.79%"
"03/28/2024","292","298","298","290","181.60K","-2.01%"
"03/27/2024","298","300","300","296","143.20K","-0.67%"
"03/26/2024","300","298","304","296","139.10K","1.35%"
"03/25/2024","296","298","300","296","76.80K","-1.33%"
"03/22/2024","300","300","306","298","775.10K","0.00%"
"03/21/2024","300","300","302","298","188.90K","-0.66%"
"03/20/2024","302","304","304","298","103.20K","0.00%"
"03/19/2024","302","298","304","298","303.20K","0.67%"
"03/18/2024","300","302","306","298","498.70K","-1.32%"
"03/15/2024","304","302","308","300","275.60K","0.66%"
"03/14/2024","302","306","310","302","51.20K","-1.95%"
"03/13/2024","308","310","310","304","62.10K","0.00%"
"03/08/2024","308","308","308","306","30.50K","0.00%"
"03/07/2024","308","308","308","304","4.50K","0.65%"
"03/06/2024","306","310","310","300","148.60K","-1.29%"
"03/05/2024","310","308","310","306","22.10K","1.31%"
"03/04/2024","306","286","306","286","25.30K","0.66%"
"03/01/2024","304","306","328","302","179.00K","-0.65%"
"02/29/2024","306","306","310","304","1.59M","0.00%"
"02/28/2024","306","304","320","304","701.10K","0.66%"
"02/27/2024","304","322","324","304","1.34M","-5.59%"
"02/26/2024","322","322","324","318","64.30K","0.00%"
"02/23/2024","322","332","332","320","526.30K","-3.01%"
"02/22/2024","332","340","340","326","163.00K","-0.60%"
"02/21/2024","334","342","356","328","358.30K","-1.76%"
"02/20/2024","340","342","342","336","18.70K","0.00%"
"02/19/2024","340","340","340","334","309.40K","0.00%"
"02/16/2024","340","342","342","340","3.20K","0.00%"
"02/15/2024","340","344","360","340","700.90K","-1.16%"
"02/13/2024","344","344","344","344","79.90K","0.58%"
"02/12/2024","342","344","348","336","36.60K","-0.58%"
"02/07/2024","344","350","350","340","85.50K","-2.27%"
"02/06/2024","352","350","352","340","1.00K","2.92%"
"02/05/2024","342","342","342","342","11.70K","0.00%"
"02/02/2024","342","342","342","342","222.40K","0.00%"
"02/01/2024","342","340","344","340","101.70K","0.59%"
"01/31/2024","340","350","350","336","1.08M","-2.86%"
"01/30/2024","350","352","352","342","119.60K","0.57%"
"01/29/2024","348","348","350","348","68.60K","0.00%"
"01/26/2024","348","352","352","348","80.40K","-0.57%"
"01/25/2024","350","352","356","350","121.80K","-0.57%"
"01/24/2024","352","362","362","340","526.40K","-2.76%"
"01/23/2024","362","366","368","360","151.80K","-1.63%"
"01/22/2024","368","368","370","368","44.10K","-0.54%"
"01/19/2024","370","374","374","370","22.30K","0.00%"
"01/18/2024","370","378","384","362","445.50K","-2.63%"
"01/17/2024","380","390","390","372","157.50K","2.15%"
"01/16/2024","372","372","390","372","146.20K","0.00%"
"01/15/2024","372","368","372","366","71.70K","1.09%"
"01/12/2024","368","372","372","368","33.80K","-1.08%"
"01/11/2024","372","368","372","368","46.80K","1.09%"
"01/10/2024","368","368","368","366","13.60K","1.10%"
"01/09/2024","364","374","374","362","123.00K","-2.15%"
"01/08/2024","372","374","376","372","254.30K","-0.53%"
"01/05/2024","374","376","376","374","5.50K","0.00%"
"01/04/2024","374","372","374","370","52.30K","0.54%"
"01/03/2024","372","368","372","368","14.60K","1.09%"
"01/02/2024","368","370","374","368","42.00K","-0.54%"
"12/29/2023","370","378","378","368","62.80K","0.00%"
"12/28/2023","370","370","376","370","53.70K","0.00%"
"12/27/2023","370","368","372","364","35.30K","0.54%"
"12/22/2023","368","376","376","368","130.50K","-1.60%"
"12/21/2023","374","370","376","370","2.10K","1.08%"
"12/20/2023","370","372","376","368","131.10K","-0.54%"
"12/19/2023","372","370","372","368","336.10K","0.00%"
"12/18/2023","372","370","380","370","424.90K","0.54%"
"12/15/2023","370","370","370","368","419.40K","0.00%"
"12/14/2023","370","370","380","370","188.90K","0.00%"
"12/13/2023","370","370","372","370","27.50K","0.54%"
"12/12/2023","368","370","370","366","129.00K","0.00%"
"12/11/2023","368","370","376","366","619.80K","-0.54%"
"12/08/2023","370","370","376","368","1.23M","0.00%"
"12/07/2023","370","368","376","368","966.00K","0.54%"
"12/06/2023","368","390","398","368","2.70M","-4.66%"
"12/05/2023","386","398","398","386","516.30K","-3.02%"
"12/04/2023","398","400","404","394","85.40K","-0.50%"
"12/01/2023","400","400","402","396","102.10K","-0.99%"
"11/30/2023","404","408","408","398","80.50K","1.00%"
"11/29/2023","400","410","412","400","228.90K","-2.44%"
"11/28/2023","410","414","414","402","162.10K","-0.49%"
"11/27/2023","412","414","414","412","1.40K","0.49%"
"11/24/2023","410","408","410","408","5.40K","0.00%"
"11/23/2023","410","416","416","408","5.70K","-0.97%"
"11/22/2023","414","412","414","412","11.30K","0.98%"
"11/21/2023","410","410","412","410","1.60K","0.99%"
"11/20/2023","406","410","410","404","61.00K","-0.49%"
"11/17/2023","408","408","408","406","225.00K","0.00%"
"11/16/2023","408","410","410","408","27.80K","-0.49%"
"11/15/2023","410","406","410","406","81.40K","0.00%"
"11/14/2023","410","406","410","406","39.00K","0.00%"
"11/13/2023","410","408","410","406","46.50K","0.00%"
"11/10/2023","410","412","414","410","13.10K","-0.49%"
"11/09/2023","412","410","418","410","83.00K","0.49%"
"11/08/2023","410","414","414","406","50.70K","-1.44%"
"11/07/2023","416","416","416","412","16.90K","0.00%"
"11/06/2023","416","412","418","408","87.10K","0.97%"
"11/03/2023","412","410","412","406","27.20K","0.49%"
"11/02/2023","410","412","414","410","8.80K","0.99%"
"11/01/2023","406","406","406","402","62.80K","0.00%"
"10/31/2023","406","414","414","404","184.00K","-1.46%"
"10/30/2023","412","420","444","408","378.20K","-1.90%"
